,Year_Birth,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,web_purchases,cat_purchases,in_store_purchases,NumWebVisitsMonth,Complain,children,accepted_offer,total_purchases,enroll_yr,total_spent
814,1986,PhD,Coupled,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,22,2013,1497
815,1970,PhD,Coupled,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,1,0,16,2014,495
816,1976,College,Married,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,2,0,3,2014,20
817,1954,College,Single,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,16,2012,570
818,1972,College,Married,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,1,0,20,2014,769
819,1978,Masters,Married,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,1,0,5,2013,55
820,1980,PhD,Single,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,3,17,2013,1808
821,1972,College,Married,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,1,0,5,2013,55
822,1961,College,Single,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,2,17,2014,577
823,1963,College,Married,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,7,2013,162
824,1959,College,Coupled,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,5,19,2013,1957
825,1959,Masters,Single,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,1,0,23,2013,1576
826,1954,College,Married,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,3,2,14,2013,1616
827,1962,College,Single,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,3,0,4,2013,36
828,1958,PhD,Single,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,1,0,21,2013,1482
829,1984,College,Coupled,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,1,0,4,2014,22
830,1976,PhD,Single,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,2,0,5,2013,63
831,1992,College,Single,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,17,2012,680
832,1967,PhD,Coupled,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,2,0,17,2013,542
833,1980,Masters,Coupled,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,1,0,5,2013,50
834,1967,College,Married,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,2,0,4,2013,39
835,1956,College,Married,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,1,0,23,2013,1043
836,1972,Masters,Single,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,1,0,12,2013,385
837,1980,College,Single,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,26,2012,1633
838,1980,Masters,Single,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,1,0,4,2013,46
839,1977,College,Single,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,0,1,1,18,2014,761
840,1950,College,Coupled,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,2,0,6,2013,76
841,1974,College,Married,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,1,0,11,2012,290
842,1988,College,Single,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,1,0,7,2014,89
843,1981,College,Married,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,1,0,7,2012,70
844,1960,Masters,Married,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,16,2013,1066
845,1970,College,Coupled,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,0,0,4,18,2014,2009
846,1991,Masters,Single,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,17,2012,1345
847,1956,Masters,Single,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,1,0,20,2012,764
848,1963,College,Single,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,1,0,9,2013,195
849,1980,College,Married,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,2,0,7,2013,53
850,1974,College,Single,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,1,0,11,2013,368
851,1954,PhD,Married,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,1,0,17,2014,544
852,1957,Masters,Married,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,0,0,2,24,2012,1853
853,1966,PhD,Coupled,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,0,2,1,4,2014,35
854,1974,PhD,Married,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,3,15,2014,446
855,1979,College,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,1,0,24,2013,1180
856,1973,Masters,Married,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,1,0,4,2014,41
857,1985,College,Married,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,2,0,19,2013,727
858,1966,College,Coupled,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,2,0,4,2012,40
859,1989,Masters,Married,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,25,2013,1062
860,1969,College,Coupled,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,1,0,5,2014,40
861,1969,Masters,Coupled,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,2,0,11,2014,292
862,1987,College,Married,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,3,2013,15
863,1989,Masters,Coupled,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,1,0,11,2012,341
864,1975,Masters,Single,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,1,0,11,2013,369
865,1973,PhD,Coupled,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,1,0,14,2013,401
866,1966,Masters,Single,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,1,0,14,2013,393
867,1986,Masters,Single,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,2,0,3,2013,10
868,1978,College,Coupled,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,1,0,13,2013,486
869,1979,College,Coupled,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,1,0,5,2012,69
870,1983,PhD,Coupled,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,2,16,2013,1727
871,1959,College,Single,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,1,14,2014,995
872,1976,College,Coupled,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,1,0,7,2014,45
873,1981,Masters,Single,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,2,0,8,2014,182
874,1978,Masters,Coupled,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,1,0,22,2013,989
875,1953,College,Coupled,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,0,0,3,17,2013,1677
876,1971,Masters,Single,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,2,0,16,2013,595
877,1983,College,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,1,0,7,2013,156
878,1956,Masters,Single,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,27,2014,1226
879,1978,Masters,Coupled,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,1,0,7,2013,128
880,1972,College,Single,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,0,1,2,6,2014,86
881,1975,College,Married,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,1,0,5,2012,68
882,1975,College,Single,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,2,0,3,2013,16
883,1981,Masters,Married,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,2,0,5,2014,55
884,1972,PhD,Single,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,1,21,2012,2114
885,1970,PhD,Coupled,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,18,2013,2018
886,1953,PhD,Single,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,3,0,11,2012,263
887,1959,College,Married,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,2,0,5,2013,55
888,1962,College,Coupled,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,2,0,16,2013,564
889,1978,Masters,Single,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,18,2013,1281
890,1973,College,Married,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,0,1,1,5,2013,83
891,1965,Masters,Single,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,2,0,12,2012,353
892,1983,College,Married,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,24,2014,1003
893,1991,High_school,Single,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,1,0,3,2014,14
894,1943,PhD,Single,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,0,0,2,22,2013,902
895,1972,PhD,Single,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,1,0,23,2012,1139
896,1956,College,Coupled,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,1,1,19,2013,797
897,1958,College,Single,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,1,0,23,2014,1638
898,1974,PhD,Married,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,1,0,14,2013,401
899,1986,College,Single,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,1,0,7,2013,84
900,1958,College,Married,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,17,2013,928
901,1970,College,Single,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,1,0,9,2013,203
902,1967,College,Coupled,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,15,2013,858
903,1973,College,Coupled,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,12,2013,409
904,1969,College,Coupled,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,3,0,11,2013,282
905,1977,College,Single,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,17,2014,1423
906,1961,College,Single,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,2,18,2013,1449
907,1971,College,Single,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,1,0,3,2013,28
908,1974,College,Coupled,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,1,0,5,2014,67
909,1986,PhD,Married,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,9,2014,199
910,1966,PhD,Single,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,21,2013,1453
911,1992,College,Coupled,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,18,2013,1253
912,1963,PhD,Single,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,1,1,25,2013,1198
913,1972,Masters,Married,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,1,1,8,2013,178
914,1994,College,Single,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,2,17,2012,1990
915,1954,College,Married,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,13,2013,976
916,1960,Masters,Coupled,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,14,2013,1001
917,1982,PhD,Married,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,3,19,2013,1919
918,1954,Masters,Single,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,1,0,12,2013,350
919,1954,PhD,Single,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,1,24,2013,1650
920,1955,PhD,Coupled,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,2,2,4,2014,46
921,1993,College,Single,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,18,2013,1228
922,1969,Masters,Single,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,1,1,6,2013,95
923,1948,PhD,Married,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,2,0,6,2014,62
924,1986,College,Coupled,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,1,1,25,2014,1761
925,1979,Masters,Coupled,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,13,2012,467
926,1978,College,Married,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,1,18,2014,1149
927,1982,Masters,Single,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,0,1,18,2013,2052
928,1993,College,Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,15,2014,1127
929,1976,PhD,Married,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,1,0,20,2013,1416
930,1974,PhD,Coupled,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,19,2014,1113
931,1989,College,Single,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,1,0,6,2014,125
932,1951,PhD,Single,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,1,23,2012,966
933,1989,High_school,Married,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,1,0,4,2012,32
934,1952,College,Single,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,18,2014,833
935,1971,PhD,Coupled,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,1,0,6,2014,46
936,1971,College,Coupled,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,16,2013,960
937,1970,PhD,Married,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,1,1,27,2013,1829
938,1971,College,Single,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,1,0,23,2013,779
939,1975,PhD,Single,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,1,0,21,2013,811
940,1952,Masters,Single,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,2,0,14,2013,1120
941,1962,PhD,Coupled,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,1,0,18,2013,725
942,1983,College,Single,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,2,11,2013,1187
943,1953,College,Coupled,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,0,4,18,2013,2302
944,1986,High_school,Single,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,6,2012,66
945,1987,PhD,Married,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,2,18,2012,1250
946,1982,Masters,Married,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,1,0,17,2014,683
947,1979,College,Single,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,2,0,11,2013,305
948,1977,College,Coupled,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,1,0,5,2013,50
949,1975,Masters,Single,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,1,0,14,2012,995
950,1979,PhD,Coupled,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,1,0,5,2014,41
951,1976,PhD,Coupled,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,0,2,1,6,2014,77
952,1973,Masters,Single,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,2,1,8,2013,171
953,1971,PhD,Single,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,2,0,6,2013,131
954,1976,Masters,Coupled,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,2,0,4,2014,54
955,1976,PhD,Married,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,2,0,7,2013,53
956,1965,College,Married,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,1,1,13,2012,475
957,1952,College,Single,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,1,0,18,2012,694
958,1973,College,Married,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,2,0,6,2014,96
959,1957,PhD,Single,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,1,0,12,2013,361
960,1967,College,Single,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,1,0,24,2012,1079
961,1962,PhD,Single,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,1,0,17,2014,578
962,1969,Masters,Coupled,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,1,1,5,2012,64
963,1975,PhD,Married,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,1,0,8,2013,149
964,1980,College,Married,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,2,0,10,2014,231
965,1959,College,Coupled,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,1,0,18,2013,728
966,1973,College,Married,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,3,22,2013,1778
967,1973,College,Married,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,1,0,7,2012,93
968,1974,PhD,Married,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,1,1,3,2013,23
969,1980,College,Coupled,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,1,0,18,2012,662
970,1988,College,Married,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,17,2014,1198
971,1968,PhD,Coupled,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,3,0,7,2013,81
972,1988,Masters,Married,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,1,1,0,7,2012,92
973,1959,Masters,Single,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,1,0,15,2013,491
974,1971,Masters,Coupled,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,23,2012,1564
975,1962,College,Married,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,23,2014,926
976,1959,Masters,Coupled,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,18,2012,1910
977,1965,Masters,Married,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,3,0,14,2013,411
978,1952,College,Married,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,2,0,6,2014,94
979,1954,College,Coupled,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,0,1,1,23,2013,1085
980,1960,Masters,Single,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,2,0,3,2013,23
981,1965,College,Single,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,2014,6
982,1979,Masters,Single,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,1,0,5,2013,54
983,1978,College,Single,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,1,0,26,2013,1150
984,1950,College,Married,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,3,22,2013,1415
985,1974,PhD,Married,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,1,0,14,2013,405
986,1978,PhD,Married,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,18,2013,1908
987,1969,College,Married,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,0,0,4,25,2013,2486
988,1976,Masters,Single,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,26,2013,1315
989,1956,PhD,Single,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,2,0,5,2014,45
990,1954,College,Single,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,0,5,16,2014,1789
991,1972,Masters,Married,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,1,0,3,2012,19
992,1981,Masters,Coupled,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,0,1,1,17,2012,573
993,1989,College,Single,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,1,0,20,2014,805
994,1954,College,Single,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,2,0,6,2014,108
995,1995,College,Single,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,3,2014,23
996,1978,College,Coupled,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,1,22,2013,1493
997,1957,College,Coupled,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,2,0,6,2014,89
998,1973,College,Married,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,0,1,1,22,2013,936
999,1956,College,Single,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,1,0,12,2013,343
1000,1956,PhD,Single,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,3,19,2012,528
1001,1987,PhD,Single,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,3,11,2013,1901
1002,1981,Masters,Married,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,0,2,3,17,2013,724
1003,1987,College,Coupled,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,1,0,5,2013,58
1004,1954,PhD,Married,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,1,0,11,2013,297
1005,1954,College,Single,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,0,1,2,15,2013,488
1006,1953,Masters,Married,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,1,0,21,2012,859
1007,1952,College,Coupled,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,19,2013,1574
1008,1968,College,Married,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,2,1,6,2014,69
1009,1963,PhD,Single,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,2,0,3,2013,17
1010,1979,College,Coupled,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,3,20,2012,2194
1011,1976,PhD,Coupled,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,1,0,7,2014,116
1012,1978,College,Single,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,1,0,11,2013,279
1013,1968,Masters,Coupled,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,1,0,6,2012,103
1014,1971,Masters,Married,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,2,0,6,2014,44
1015,1951,Masters,Married,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,14,2014,406
1016,1965,Masters,Married,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,19,2014,1363
1017,1969,College,Coupled,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,10,2013,236
1018,1973,College,Married,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,1,0,4,2013,39
1019,1976,College,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,7,2013,137
1020,1973,College,Married,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,1,0,7,2014,79
1021,1974,PhD,Coupled,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,1,0,5,2013,63
1022,1953,PhD,Coupled,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,3,1,18,2013,1314
1023,1966,Masters,Coupled,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,1,0,5,2014,71
1024,1978,College,Married,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,1,0,5,2012,58
1025,1967,PhD,Married,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,1,0,18,2013,702
1026,1978,College,Single,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,0,1,2,6,2013,94
1027,1987,High_school,Single,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,1,0,5,2013,80
1028,1958,PhD,Single,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,1,0,4,2013,22
1029,1964,Masters,Coupled,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,1,0,27,2012,1211
1030,1971,College,Coupled,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,2,21,2013,1461
1031,1971,College,Single,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,1,19,2013,1968
1032,1969,College,Coupled,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,15,2014,1091
1033,1977,Masters,Married,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,1,0,4,2013,55
1034,1973,College,Married,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,18,2014,1366
1035,1980,College,Single,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,11,2012,313
1036,1958,PhD,Coupled,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,2,0,7,2014,62
1037,1972,Masters,Single,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,2,0,6,2013,92
1038,1971,PhD,Married,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,0,1,2,5,2014,72
1039,1953,College,Married,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,1,0,17,2013,655
1040,1959,College,Married,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,0,1,1,16,2014,704
1041,1954,College,Married,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,1,2,0,5,2012,54
1042,1991,College,Single,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,1,2012,178
1043,1962,College,Coupled,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,1,13,2014,1033
1044,1986,College,Coupled,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,1,1,4,2013,36
1045,1965,Masters,Single,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,1,0,7,2012,122
1046,1966,Masters,Married,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,1,0,6,2013,122
1047,1960,PhD,Married,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,1,0,26,2013,1123
1048,1984,College,Coupled,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,1,1,12,2012,497
1049,1966,College,Married,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,0,1,1,19,2013,691
1050,1965,Masters,Married,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,19,2014,1363
1051,1966,PhD,Coupled,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,0,2,1,3,2014,12
1052,1949,PhD,Married,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,24,2013,2440
1053,1970,Masters,Single,25959.0,1,4,2,12,7,5,26,2,1,2,2,6,0,2,1,5,2013,56
1054,1983,Masters,Married,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,1,0,4,2013,37
1055,1985,College,Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,20,2012,968
1056,1974,College,Married,42557.0,98,192,5,53,0,5,15,4,6,1,4,8,0,1,0,11,2012,270
1057,1951,PhD,Married,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,11,2013,278
1058,1952,College,Single,72228.0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,21,2012,1250
1059,1987,College,Coupled,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,16,2013,938
1060,1949,Masters,Married,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,2,1,17,2012,1178
1061,1958,College,Coupled,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,0,2,1,24,2013,1155
1062,1987,PhD,Single,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,1,18,2013,653
1063,1973,PhD,Single,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,2,1,4,2014,49
1064,1964,PhD,Married,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,1,0,16,2014,506
1065,1961,College,Married,16860.0,19,10,4,4,3,3,14,3,1,1,3,7,0,2,0,5,2012,38
1066,1992,College,Single,83528.0,7,530,117,678,134,44,147,1,4,10,8,1,0,0,3,22,2014,1650
1067,1965,Masters,Single,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,0,1,0,25,2012,1826
1068,1956,College,Single,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,3,2012,18
